Date,INFY.NS
2016-11-30,396.5977478027344
2016-12-01,396.61810302734375
2016-12-02,392.1055603027344
2016-12-05,390.94696044921875
2016-12-06,392.91864013671875
2016-12-07,392.87799072265625
2016-12-08,400.2973327636719
2016-12-09,402.2080078125
2016-12-12,397.32952880859375
2016-12-13,402.5535888671875
2016-12-14,406.4360046386719
2016-12-15,403.42767333984375
2016-12-16,408.63134765625
2016-12-19,408.4280090332031
2016-12-20,411.4770812988281
2016-12-21,407.1678161621094
2016-12-22,400.31768798828125
2016-12-23,401.8421325683594
2016-12-26,399.52484130859375
2016-12-27,406.1108093261719
2016-12-28,405.9278564453125
2016-12-29,403.42767333984375
2016-12-30,410.8469543457031
2017-01-02,406.98480224609375
2017-01-03,404.0373840332031
2017-01-04,405.62298583984375
2017-01-05,404.9724426269531
2017-01-06,395.2561950683594
2017-01-09,394.4837951660156
2017-01-10,394.5650939941406
2017-01-11,393.9755859375
2017-01-12,406.5580139160156
2017-01-13,396.699462890625
2017-01-16,388.5076599121094
2017-01-17,388.40606689453125
2017-01-18,386.53594970703125
2017-01-19,389.503662109375
2017-01-20,385.6822509765625
2017-01-23,387.30841064453125
2017-01-24,384.4016418457031
2017-01-25,380.76318359375
2017-01-27,383.0194091796875
2017-01-30,385.9465026855469
2017-01-31,377.5108947753906
2017-02-01,372.693359375
2017-02-02,380.4785461425781
2017-02-03,380.55987548828125
2017-02-06,380.2143249511719
2017-02-07,383.06005859375
2017-02-08,380.72247314453125
2017-02-09,384.58465576171875
2017-02-10,393.650390625
2017-02-13,400.17529296875
2017-02-14,401.5372619628906
2017-02-15,399.1385803222656
2017-02-16,411.45672607421875
2017-02-17,406.5783386230469
2017-02-20,410.7046813964844
2017-02-21,412.0665588378906
2017-02-22,402.53326416015625
2017-02-23,410.135498046875
2017-02-27,411.57867431640625
2017-02-28,411.57867431640625
2017-03-01,416.7620849609375
2017-03-02,416.00994873046875
2017-03-03,419.2215881347656
2017-03-06,420.31927490234375
2017-03-07,414.5870666503906
2017-03-08,409.7086181640625
2017-03-09,411.2331237792969
2017-03-10,415.42047119140625
2017-03-14,420.6851806640625
2017-03-15,411.39581298828125
2017-03-16,418.2662048339844
2017-03-17,422.9211730957031
2017-03-20,415.2781982421875
2017-03-21,419.8923645019531
2017-03-22,417.7987365722656
2017-03-23,422.9820861816406
2017-03-24,419.30291748046875
2017-03-27,418.2662048339844
2017-03-28,420.8274230957031
2017-03-29,419.48583984375
2017-03-30,416.90435791015625
2017-03-31,415.5831298828125
2017-04-03,410.1152038574219
2017-04-05,404.89117431640625
2017-04-06,406.37506103515625
2017-04-07,399.0370178222656
2017-04-10,387.5929870605469
2017-04-11,393.182861328125
2017-04-12,393.8739929199219
2017-04-13,378.6492004394531
2017-04-17,376.00665283203125
2017-04-18,375.09197998046875
2017-04-19,373.6893615722656
2017-04-20,376.9823303222656
2017-04-21,375.5188293457031
2017-04-24,376.6774597167969
2017-04-25,377.8157958984375
2017-04-26,371.6770324707031
2017-04-27,376.1489562988281
2017-04-28,373.5877685546875
2017-05-02,375.0716552734375
2017-05-03,379.828125
2017-05-04,381.1900634765625
2017-05-05,378.6897888183594
2017-05-08,384.3813781738281
2017-05-09,384.848876953125
2017-05-10,383.6292419433594
2017-05-11,383.8122253417969
2017-05-12,392.00396728515625
2017-05-15,386.8409423828125
2017-05-16,388.24346923828125
2017-05-17,387.34906005859375
2017-05-18,390.9876403808594
2017-05-19,389.4427490234375
2017-05-22,390.8655700683594
2017-05-23,389.1784973144531
2017-05-24,388.16217041015625
2017-05-25,399.7484130859375
2017-05-26,404.7895202636719
2017-05-29,400.50054931640625
2017-05-30,404.9928283691406
2017-05-31,397.2076110839844
2017-06-01,400.9637756347656
2017-06-02,400.1589050292969
2017-06-05,395.7423400878906
2017-06-06,404.2452697753906
2017-06-07,396.7948303222656
2017-06-08,394.79290771484375
2017-06-09,391.5526428222656
2017-06-12,397.8473815917969
2017-06-13,395.35015869140625
2017-06-14,395.6803283691406
2017-06-15,392.99737548828125
2017-06-16,388.1059875488281
2017-06-19,383.813232421875
2017-06-20,389.4681701660156
2017-06-21,389.3856201171875
2017-06-22,388.0648193359375
2017-06-23,389.3443298339844
2017-06-27,382.6575012207031
2017-06-28,381.68743896484375
2017-06-29,383.9577331542969
2017-06-30,386.1660461425781
