Date,HDFCBANK.NS
2008-05-07,136.4456024169922
2008-05-08,133.47669982910156
2008-05-09,128.534423828125
2008-05-12,129.91046142578125
2008-05-13,130.9900665283203
2008-05-14,129.6228790283203
2008-05-15,130.83523559570312
2008-05-16,132.77316284179688
2008-05-20,129.3043212890625
2008-05-21,124.77794647216797
2008-05-22,122.45063018798828
2008-05-23,122.25151062011719
2008-05-26,119.25164031982422
2008-05-27,117.93311309814453
2008-05-28,119.58348083496094
2008-05-29,116.76942443847656
2008-05-30,121.11882019042969
2008-06-02,115.96859741210938
2008-06-03,112.06608581542969
2008-06-04,107.5176010131836
2008-06-05,110.45111083984375
2008-06-06,109.0617904663086
2008-06-09,104.73896026611328
2008-06-10,100.20376586914062
2008-06-11,105.86724090576172
2008-06-12,102.7876968383789
2008-06-13,99.30113983154297
2008-06-16,101.69927978515625
2008-06-17,107.39813995361328
2008-06-18,103.39387512207031
2008-06-19,99.37193298339844
2008-06-20,97.1861801147461
2008-06-23,96.9472427368164
2008-06-24,93.77039337158203
2008-06-25,95.07122802734375
2008-06-26,93.84561920166016
2008-06-27,90.40327453613281
2008-06-30,89.14669799804688
2008-07-01,85.4167709350586
2008-07-02,90.93424224853516
2008-07-03,87.11581420898438
2008-07-04,88.5184097290039
2008-07-07,88.9697036743164
2008-07-08,88.64671325683594
2008-07-09,93.6465072631836
2008-07-10,93.2881088256836
2008-07-11,94.49160766601562
2008-07-14,91.29261779785156
2008-07-15,81.2488021850586
2008-07-16,79.96124267578125
2008-07-17,84.83271789550781
2008-07-18,91.54483032226562
2008-07-21,95.89864349365234
2008-07-22,97.45609283447266
2008-07-23,106.59729766845703
2008-07-24,107.42027282714844
2008-07-25,99.68165588378906
2008-07-28,99.74803161621094
2008-07-29,91.08467102050781
2008-07-30,96.81452941894531
2008-07-31,97.17733001708984
2008-08-01,98.07552337646484
2008-08-04,98.1153335571289
2008-08-05,104.81859588623047
2008-08-06,107.64149475097656
2008-08-07,110.84932708740234
2008-08-08,113.54389190673828
2008-08-11,116.05707550048828
2008-08-12,111.94661712646484
2008-08-13,107.7255630493164
2008-08-14,103.96022033691406
2008-08-18,106.50439453125
2008-08-19,106.79639434814453
2008-08-20,109.57061767578125
2008-08-21,103.21247863769531
2008-08-22,105.65926361083984
2008-08-25,106.87161254882812
2008-08-26,110.72985076904297
2008-08-27,109.1989517211914
2008-08-28,107.34947204589844
2008-08-29,112.9775619506836
2008-09-01,114.88896942138672
2008-09-02,118.54812622070312
2008-09-04,115.30929565429688
2008-09-05,110.48207092285156
2008-09-08,115.13675689697266
2008-09-09,114.47306060791016
2008-09-10,112.88905334472656
2008-09-11,110.88031005859375
2008-09-12,110.14580535888672
2008-09-15,106.49110412597656
2008-09-16,108.8759765625
2008-09-17,105.07080841064453
2008-09-18,108.29190063476562
2008-09-19,114.99958801269531
2008-09-22,115.10136413574219
2008-09-23,109.17684173583984
2008-09-24,113.32268524169922
2008-09-25,115.096923828125
2008-09-26,110.13697814941406
2008-09-29,106.22120666503906
2008-09-30,108.81843566894531
2008-10-01,114.61907196044922
2008-10-03,112.89349365234375
2008-10-06,106.43358612060547
2008-10-07,99.89405059814453
2008-10-08,97.87641143798828
2008-10-10,92.71733856201172
2008-10-13,103.80537414550781
2008-10-14,100.96920776367188
2008-10-15,100.59310913085938
2008-10-16,96.74815368652344
2008-10-17,90.8236312866211
2008-10-20,95.60218048095703
2008-10-21,96.41631317138672
2008-10-22,92.78372955322266
2008-10-23,95.06238555908203
2008-10-24,86.09371948242188
2008-10-27,82.50096130371094
2008-10-29,84.15133666992188
2008-10-31,90.49178314208984
2008-11-03,94.73497009277344
2008-11-04,98.46045684814453
2008-11-05,97.19503021240234
2008-11-06,94.0004653930664
2008-11-07,96.43842315673828
2008-11-10,97.4029769897461
2008-11-11,90.55815124511719
2008-11-12,89.08033752441406
2008-11-14,89.28385925292969
2008-11-17,82.8681869506836
2008-11-18,80.97889709472656
2008-11-19,78.27547454833984
2008-11-20,72.6695327758789
2008-11-21,75.78885650634766
2008-11-24,73.36860656738281
2008-11-25,73.92610168457031
2008-11-26,80.17804718017578
2008-11-27,80.17804718017578
2008-11-28,81.65585327148438
2008-12-01,79.54090118408203
2008-12-02,78.39493560791016
2008-12-03,77.90824127197266
2008-12-04,80.70014190673828
2008-12-05,78.7843017578125
2008-12-08,79.46568298339844
2008-12-10,81.74435424804688
2008-12-11,81.28419494628906
2008-12-12,81.4080810546875
2008-12-15,83.55845642089844
2008-12-16,87.1600570678711
2008-12-17,88.6865463256836
2008-12-18,93.68189239501953
2008-12-19,93.10228729248047
2008-12-22,90.12896728515625
2008-12-23,86.70433044433594
2008-12-24,87.09368133544922
2008-12-26,86.08487701416016
2008-12-29,88.69981384277344
2008-12-30,90.17321014404297
2008-12-31,88.34585571289062
2009-01-02,89.87677001953125
2009-01-05,92.39435577392578
2009-01-06,97.37644958496094
2009-01-07,89.31041717529297
2009-01-09,90.04046630859375
2009-01-12,88.81926727294922
2009-01-13,87.50515747070312
2009-01-14,86.50521850585938
2009-01-15,81.83726501464844
2009-01-16,82.96553802490234
2009-01-19,83.27970123291016
2009-01-20,80.74439239501953
2009-01-21,78.7090835571289
2009-01-22,79.68693542480469
2009-01-23,77.20471954345703
2009-01-27,78.7090835571289
2009-01-28,80.68245697021484
2009-01-29,81.71781158447266
2009-01-30,81.90806579589844
2009-02-02,78.64271545410156
2009-02-03,79.48339080810547
2009-02-04,78.39051818847656
2009-02-05,78.24893188476562
2009-02-06,79.50108337402344
2009-02-09,81.36384582519531
2009-02-10,83.80179595947266
2009-02-11,82.69563293457031
2009-02-12,82.63813018798828
2009-02-13,83.54959106445312
2009-02-16,80.87712860107422
2009-02-17,77.8993911743164
2009-02-18,77.55426025390625
2009-02-19,78.27547454833984
2009-02-20,76.67820739746094
2009-02-24,75.61629486083984
2009-02-25,76.48351287841797
2009-02-26,77.41268157958984
2009-02-27,78.71350860595703
2009-03-02,74.83757019042969
2009-03-03,73.58098602294922
2009-03-04,74.24468231201172
2009-03-05,70.91737365722656
2009-03-06,70.95277404785156
2009-03-09,70.68287658691406
2009-03-12,70.67401885986328
2009-03-13,73.82433319091797
2009-03-16,74.76234436035156
2009-03-17,73.28453826904297
2009-03-18,74.59864044189453
2009-03-19,73.66063690185547
2009-03-20,74.27120971679688
2009-03-23,78.31529998779297
2009-03-24,83.33277130126953
2009-03-25,86.02735137939453
2009-03-26,87.90780639648438
2009-03-27,88.62015533447266
2009-03-30,83.6690444946289
2009-03-31,86.13796997070312
2009-04-01,88.49185180664062
2009-04-02,91.72622680664062
2009-04-06,94.16861724853516
2009-04-08,92.62886810302734
2009-04-09,92.42091369628906
2009-04-13,97.19503021240234
2009-04-15,95.81456756591797
2009-04-16,94.34117126464844
2009-04-17,94.85443115234375
2009-04-20,94.4296646118164
2009-04-21,96.19949340820312
2009-04-22,96.39861297607422
2009-04-23,96.67733764648438
2009-04-24,98.24808502197266
2009-04-27,98.70381927490234
2009-04-28,94.8499984741211
2009-04-29,97.37203979492188
2009-04-30,97.37203979492188
2009-05-04,106.13713836669922
2009-05-05,105.59290313720703
2009-05-06,103.70801544189453
2009-05-07,104.09740447998047
2009-05-08,101.2391128540039
2009-05-11,101.50016784667969
2009-05-12,105.7743148803711
2009-05-13,103.03106689453125
2009-05-14,102.97354125976562
2009-05-15,104.85844421386719
2009-05-18,121.95064544677734
2009-05-19,124.93279266357422
2009-05-20,122.171875
2009-05-21,121.32234191894531
2009-05-22,121.22057342529297
2009-05-25,120.6675033569336
2009-05-26,118.22512817382812
2009-05-27,124.69386291503906
2009-05-28,127.42385864257812
2009-05-29,127.82648468017578
2009-06-01,126.86638641357422
2009-06-02,123.69393157958984
2009-06-03,121.30020141601562
2009-06-04,122.89749908447266
2009-06-05,125.5345458984375
2009-06-08,123.89305114746094
2009-06-09,125.68055725097656
2009-06-10,132.8484344482422
2009-06-11,137.7375946044922
2009-06-12,135.22886657714844
2009-06-15,135.66241455078125
2009-06-16,136.8260955810547
2009-06-17,136.69781494140625
2009-06-18,134.9368133544922
2009-06-19,137.94552612304688
2009-06-22,137.43341064453125
2009-06-23,132.2989044189453
2009-06-24,129.8274383544922
2009-06-25,130.43307495117188
2009-06-26,133.44338989257812
2009-06-29,134.2895050048828
2009-06-30,132.98471069335938
2009-07-01,133.81747436523438
2009-07-02,133.6393280029297
2009-07-03,134.99752807617188
2009-07-06,126.82152557373047
2009-07-07,127.1198959350586
2009-07-08,122.48860168457031
2009-07-09,124.6795883178711
2009-07-10,122.80479431152344
2009-07-13,122.35502624511719
2009-07-14,121.35307312011719
2009-07-15,123.06307220458984
2009-07-16,123.83790588378906
2009-07-17,127.95262908935547
2009-07-20,131.25685119628906
2009-07-21,130.1124267578125
2009-07-22,128.7096710205078
2009-07-23,129.9476776123047
2009-07-24,129.13719177246094
2009-07-27,127.66317749023438
2009-07-28,126.86610412597656
2009-07-29,126.35396575927734
2009-07-30,130.4197235107422
2009-07-31,133.51466369628906
2009-08-03,133.01141357421875
2009-08-04,130.83827209472656
2009-08-05,128.9501953125
2009-08-06,125.89972686767578
2009-08-07,123.815673828125
2009-08-10,122.49307250976562
2009-08-11,122.83149719238281
2009-08-12,125.24508666992188
2009-08-13,126.8749771118164
2009-08-14,127.1198959350586
2009-08-17,125.24065399169922
2009-08-18,128.33114624023438
2009-08-19,129.11940002441406
2009-08-20,131.81797790527344
2009-08-21,130.56219482421875
2009-08-24,132.22769165039062
2009-08-25,132.43252563476562
2009-08-26,130.085693359375
2009-08-27,129.7650604248047
2009-08-28,129.83189392089844
2009-08-31,131.01199340820312
2009-09-01,128.79429626464844
2009-09-02,128.13966369628906
2009-09-03,127.84130096435547
2009-09-04,129.5201873779297
2009-09-07,130.69134521484375
2009-09-08,129.751708984375
2009-09-09,131.4082794189453
2009-09-10,132.30783081054688
2009-09-11,132.8155059814453
2009-09-14,133.04263305664062
2009-09-15,134.86395263671875
2009-09-16,135.091064453125
2009-09-17,136.703125
2009-09-18,135.7723846435547
2009-09-22,137.72288513183594
2009-09-23,139.79360961914062
2009-09-24,144.62083435058594
2009-09-25,143.2626190185547
2009-09-29,143.51197814941406
2009-09-30,146.99884033203125
2009-10-01,146.44664001464844
2009-10-05,145.53370666503906
2009-10-06,147.81375122070312
2009-10-07,149.42132568359375
2009-10-08,150.28079223632812
2009-10-09,149.23878479003906
2009-10-12,151.6078338623047
2009-10-13,151.6078338623047
2009-10-14,151.60337829589844
2009-10-15,153.3935546875
2009-10-16,153.1575469970703
2009-10-20,150.63259887695312
2009-10-21,147.94290161132812
2009-10-22,148.3793182373047
2009-10-23,150.68603515625
2009-10-26,150.7751007080078
2009-10-27,148.7444305419922
2009-10-28,144.2423095703125
2009-10-29,143.67674255371094
2009-10-30,144.34474182128906
2009-11-03,142.545654296875
2009-11-04,144.63418579101562
2009-11-05,144.58074951171875
2009-11-06,146.06362915039062
2009-11-09,152.07095336914062
2009-11-10,151.71470642089844
2009-11-11,154.60035705566406
2009-11-12,152.88143920898438
2009-11-13,153.3891143798828
2009-11-16,153.5093536376953
2009-11-17,155.8294219970703
2009-11-18,155.8249969482422
2009-11-19,153.1486358642578
2009-11-20,156.21682739257812
2009-11-23,157.23666381835938
2009-11-24,158.2564239501953
2009-11-25,160.55422973632812
2009-11-26,156.85812377929688
2009-11-27,155.89178466796875
2009-11-30,157.30787658691406
2009-12-01,159.39645385742188
2009-12-02,160.9460906982422
2009-12-03,160.93275451660156
2009-12-04,159.383056640625
2009-12-07,160.0777130126953
2009-12-08,163.2751007080078
2009-12-09,160.7012176513672
2009-12-10,158.98670959472656
2009-12-11,158.99118041992188
2009-12-14,156.51075744628906
2009-12-15,151.4786834716797
2009-12-16,150.8151397705078
2009-12-17,148.869140625
2009-12-18,148.21009826660156
2009-12-21,147.19923400878906
2009-12-22,146.64703369140625
2009-12-23,150.5479736328125
2009-12-24,152.35595703125
2009-12-29,151.13584899902344
2009-12-30,150.73947143554688
2009-12-31,151.6078338623047
2010-01-04,151.9151153564453
2010-01-05,152.04873657226562
2010-01-06,152.151123046875
2010-01-07,152.5474395751953
2010-01-08,152.74783325195312
2010-01-11,152.13331604003906
2010-01-12,150.97991943359375
2010-01-13,150.4544677734375
2010-01-14,149.96463012695312
2010-01-15,150.88641357421875
2010-01-18,157.34349060058594
2010-01-19,158.46124267578125
2010-01-20,156.4038848876953
2010-01-21,152.44500732421875
2010-01-22,149.36790466308594
2010-01-25,147.551025390625
2010-01-27,142.2517547607422
2010-01-28,141.8999481201172
2010-01-29,145.2665252685547
2010-02-01,142.47885131835938
2010-02-02,140.63970947265625
2010-02-03,144.52731323242188
2010-02-04,143.99293518066406
2010-02-05,140.12762451171875
2010-02-08,139.59767150878906
2010-02-09,139.9761962890625
2010-02-10,141.9266357421875
2010-02-11,142.32301330566406
2010-02-15,143.73020935058594
2010-02-16,143.07113647460938
2010-02-17,147.48422241210938
2010-02-18,149.96017456054688
2010-02-19,150.8641357421875
2010-02-22,151.10462951660156
2010-02-23,151.49655151367188
2010-02-24,151.45196533203125
2010-02-25,150.61029052734375
2010-02-26,151.83494567871094
2010-03-02,155.41082763671875
2010-03-03,158.23416137695312
2010-03-04,158.6349334716797
2010-03-05,158.88876342773438
2010-03-08,158.9065399169922
2010-03-09,161.311279296875
2010-03-10,161.6007537841797
2010-03-11,162.71401977539062
2010-03-12,160.42507934570312
2010-03-15,161.43150329589844
2010-03-16,160.72344970703125
2010-03-17,160.9995574951172
2010-03-18,160.3939208984375
2010-03-19,162.0816650390625
2010-03-22,163.61798095703125
2010-03-23,167.79507446289062
2010-03-25,171.54910278320312
2010-03-26,173.8023681640625
2010-03-29,175.013671875
2010-03-30,169.8301544189453
2010-03-31,172.20367431640625
2010-04-01,172.71580505371094
2010-04-05,173.5396728515625
2010-04-06,172.15023803710938
2010-04-07,172.04783630371094
2010-04-08,169.4694366455078
2010-04-09,173.6153564453125
2010-04-12,174.04730224609375
2010-04-13,173.82464599609375
2010-04-15,174.30113220214844
2010-04-16,174.94236755371094
2010-04-19,172.25714111328125
2010-04-20,173.1878204345703
2010-04-21,172.87168884277344
2010-04-22,172.26156616210938
2010-04-23,173.8335418701172
2010-04-26,177.2001495361328
2010-04-27,176.30508422851562
2010-04-28,175.28973388671875
2010-04-29,176.8572540283203
2010-04-30,178.16647338867188
2010-05-03,175.43667602539062
2010-05-04,172.5154266357422
2010-05-05,170.67625427246094
2010-05-06,168.81927490234375
2010-05-07,164.59324645996094
2010-05-10,172.2660675048828
2010-05-11,173.5218505859375
2010-05-12,175.89089965820312
2010-05-13,175.0403594970703
2010-05-14,173.8291015625
2010-05-17,171.78956604003906
2010-05-18,168.8460235595703
2010-05-19,166.41903686523438
2010-05-20,164.85154724121094
2010-05-21,162.67835998535156
2010-05-24,162.500244140625
2010-05-25,160.6477508544922
2010-05-26,162.78526306152344
2010-05-27,168.91726684570312
2010-05-28,168.93507385253906
2010-05-31,168.19137573242188
2010-06-01,165.2211151123047
2010-06-02,165.03854370117188
2010-06-03,169.71884155273438
2010-06-04,167.9464569091797
2010-06-07,167.14047241210938
2010-06-08,165.89804077148438
2010-06-09,167.51898193359375
2010-06-10,171.7542266845703
2010-06-11,174.45672607421875
2010-06-14,176.86343383789062
2010-06-15,176.03431701660156
2010-06-16,177.12335205078125
2010-06-17,178.92054748535156
2010-06-18,178.52613830566406
2010-06-21,179.1670379638672
2010-06-22,178.10934448242188
2010-06-23,179.15806579589844
2010-06-24,179.41355895996094
2010-06-25,174.57772827148438
2010-06-28,174.8511199951172
2010-06-29,170.70101928710938
2010-06-30,172.00965881347656
2010-07-01,170.96995544433594
2010-07-02,171.4584197998047
2010-07-05,171.6690673828125
2010-07-06,176.04322814941406
2010-07-07,173.64999389648438
2010-07-08,174.40293884277344
2010-07-09,179.5166015625
2010-07-12,183.7025909423828
2010-07-13,185.77316284179688
2010-07-14,187.00564575195312
2010-07-15,184.88128662109375
2010-07-16,182.76144409179688
2010-07-19,183.55917358398438
2010-07-20,183.24990844726562
2010-07-21,182.2325439453125
2010-07-22,184.40171813964844
2010-07-23,182.73004150390625
2010-07-26,183.92221069335938
2010-07-27,185.2577362060547
2010-07-28,186.98770141601562
2010-07-29,188.28741455078125
2010-07-30,190.64483642578125
2010-08-02,191.49185180664062
2010-08-03,190.24594116210938
2010-08-04,189.56021118164062
2010-08-05,188.25604248046875
2010-08-06,187.40003967285156
2010-08-09,186.62020874023438
2010-08-10,187.7989044189453
2010-08-11,187.2924346923828
2010-08-12,185.826904296875
2010-08-13,187.11767578125
2010-08-16,186.79945373535156
2010-08-17,190.1204376220703
2010-08-18,196.47557067871094
2010-08-19,199.89962768554688
2010-08-20,200.00274658203125
2010-08-23,196.8923797607422
2010-08-24,197.97247314453125
2010-08-25,196.50247192382812
2010-08-26,195.2565155029297
2010-08-27,191.7428436279297
2010-08-30,191.07505798339844
2010-08-31,191.30364990234375
2010-09-01,192.64817810058594
2010-09-02,196.07220458984375
2010-09-03,196.6548614501953
2010-09-06,197.5825653076172
2010-09-07,197.116455078125
2010-09-08,195.3685760498047
2010-09-09,201.21728515625
2010-09-13,204.5875244140625
2010-09-14,209.22618103027344
2010-09-15,212.92361450195312
2010-09-16,214.70286560058594
2010-09-17,215.17791748046875
2010-09-20,219.26528930664062
2010-09-21,221.4658203125
2010-09-22,222.44284057617188
2010-09-23,220.8473663330078
2010-09-24,223.6619110107422
2010-09-27,218.57066345214844
2010-09-28,219.64173889160156
2010-09-29,218.96502685546875
2010-09-30,223.13302612304688
2010-10-01,224.15487670898438
2010-10-04,223.5498504638672
2010-10-05,219.40872192382812
2010-10-06,220.21095275878906
2010-10-07,218.13140869140625
2010-10-08,215.63955688476562
2010-10-11,214.09335327148438
2010-10-12,213.3583221435547
2010-10-13,218.8216094970703
2010-10-14,217.3067626953125
2010-10-15,213.8916778564453
2010-10-18,214.98519897460938
2010-10-19,212.33201599121094
2010-10-20,209.34719848632812
2010-10-21,211.99586486816406
2010-10-22,208.54942321777344
2010-10-25,206.58192443847656
2010-10-26,206.28611755371094
2010-10-27,202.06431579589844
2010-10-28,203.17579650878906
2010-10-29,204.35897827148438
2010-11-01,210.57066345214844
2010-11-02,210.6737518310547
2010-11-03,211.74041748046875
2010-11-04,214.1561279296875
2010-11-08,209.333740234375
2010-11-09,214.98968505859375
2010-11-10,214.75216674804688
2010-11-11,210.93820190429688
2010-11-12,207.49618530273438
2010-11-15,213.85580444335938
2010-11-16,212.6681365966797
2010-11-18,209.7774200439453
2010-11-19,206.48333740234375
2010-11-22,213.32249450683594
2010-11-23,212.596435546875
2010-11-24,207.1824951171875
2010-11-25,208.2267303466797
2010-11-26,205.9723663330078
2010-11-29,205.9723663330078
2010-11-30,204.8519744873047
2010-12-01,212.17068481445312
2010-12-02,214.38465881347656
2010-12-03,214.73423767089844
2010-12-06,213.62278747558594
2010-12-07,210.79029846191406
2010-12-08,204.4082794189453
2010-12-09,200.06544494628906
2010-12-10,199.2004852294922
2010-12-13,200.69288635253906
2010-12-14,200.6256866455078
2010-12-15,193.8716583251953
2010-12-16,197.26885986328125
2010-12-20,194.73216247558594
2010-12-21,198.4609832763672
2010-12-22,195.296875
2010-12-23,196.38592529296875
2010-12-24,198.84642028808594
2010-12-27,198.42510986328125
2010-12-28,202.2301483154297
2010-12-29,208.6525115966797
2010-12-30,206.6536407470703
2010-12-31,210.3152618408203
2011-01-03,214.27261352539062
2011-01-04,210.24351501464844
2011-01-05,206.8956756591797
2011-01-06,208.64801025390625
2011-01-07,203.4222869873047
2011-01-10,192.9170684814453
2011-01-11,192.41064453125
2011-01-12,197.67218017578125
2011-01-13,192.08795166015625
2011-01-14,183.7115478515625
2011-01-17,185.374267578125
2011-01-18,189.07174682617188
2011-01-19,186.03311157226562
2011-01-20,189.80674743652344
2011-01-21,187.70925903320312
2011-01-24,192.58990478515625
2011-01-25,186.82632446289062
2011-01-27,183.83255004882812
2011-01-28,184.13284301757812
2011-01-31,183.50987243652344
2011-02-01,182.81967163085938
2011-02-02,181.05386352539062
2011-02-03,184.73338317871094
2011-02-04,180.86114501953125
2011-02-07,182.75247192382812
2011-02-08,179.52561950683594
2011-02-09,181.26898193359375
2011-02-10,180.69085693359375
2011-02-11,184.58546447753906
2011-02-14,188.72215270996094
2011-02-15,188.86109924316406
2011-02-16,187.77198791503906
2011-02-17,195.9063720703125
2011-02-18,195.0548553466797
2011-02-21,197.34950256347656
2011-02-22,191.68008422851562
2011-02-23,189.4975128173828
2011-02-24,184.56756591796875
2011-02-25,183.0482635498047
2011-02-28,183.9535675048828
2011-03-01,191.72938537597656
2011-03-03,196.58316040039062
2011-03-04,198.8329620361328
2011-03-07,194.79046630859375
2011-03-08,197.77975463867188
2011-03-09,197.7394561767578
2011-03-10,197.9500732421875
2011-03-11,195.9736328125
2011-03-14,198.51925659179688
2011-03-15,195.82122802734375
2011-03-16,195.7405548095703
2011-03-17,195.53887939453125
2011-03-18,192.65261840820312
2011-03-21,193.11428833007812
2011-03-22,192.8588104248047
2011-03-23,193.98818969726562
2011-03-24,196.5517578125
2011-03-25,203.0279083251953
2011-03-28,205.86932373046875
2011-03-29,206.6222381591797
2011-03-30,209.8804931640625
2011-03-31,210.27041625976562
2011-04-01,209.18582153320312
2011-04-04,215.1958770751953
2011-04-05,214.74319458007812
2011-04-06,212.96841430664062
2011-04-07,211.06817626953125
2011-04-08,210.85751342773438
2011-04-11,205.80657958984375
2011-04-13,212.34097290039062
2011-04-15,211.81661987304688
2011-04-18,207.2183380126953
2011-04-19,210.41827392578125
2011-04-20,212.60989379882812
2011-04-21,216.0787811279297
2011-04-25,214.31744384765625
2011-04-26,211.52529907226562
2011-04-27,210.93368530273438
2011-04-28,209.54437255859375
2011-04-29,205.76177978515625
2011-05-02,205.27774047851562
2011-05-03,200.3926239013672
2011-05-04,202.70521545410156
2011-05-05,199.0301971435547
2011-05-06,205.91415405273438
2011-05-09,204.26487731933594
2011-05-10,201.35618591308594
2011-05-11,202.66932678222656
2011-05-12,200.80047607421875
2011-05-13,201.77301025390625
2011-05-16,201.9522705078125
2011-05-17,201.8985137939453
2011-05-18,203.2340545654297
2011-05-19,203.8122100830078
2011-05-20,207.56790161132812
2011-05-23,202.9965362548828
2011-05-24,202.15396118164062
2011-05-25,202.10464477539062
2011-05-26,202.9517059326172
2011-05-27,206.4878387451172
2011-05-30,206.84185791015625
2011-05-31,215.08383178710938
2011-06-01,214.9628143310547
2011-06-02,213.03131103515625
2011-06-03,212.71092224121094
2011-06-06,214.9221954345703
2011-06-07,214.4934539794922
2011-06-08,212.5755157470703
2011-06-09,213.2569580078125
2011-06-10,213.22540283203125
2011-06-13,214.14146423339844
2011-06-14,215.03501892089844
2011-06-15,214.15951538085938
2011-06-16,211.46990966796875
2011-06-17,212.03851318359375
2011-06-20,207.49862670898438
2011-06-21,209.89492797851562
2011-06-22,209.63768005371094
2011-06-23,210.63502502441406
2011-06-24,215.09364318847656
2011-06-27,218.0721435546875
2011-06-28,218.6948699951172
2011-06-29,224.6562957763672
2011-06-30,227.04356384277344
2011-07-01,225.75291442871094
2011-07-04,228.5463409423828
2011-07-05,229.35415649414062
2011-07-06,229.72872924804688
2011-07-07,231.5789337158203
2011-07-08,230.978759765625
2011-07-11,227.83782958984375
2011-07-12,223.8124237060547
2011-07-13,227.41812133789062
2011-07-14,228.3252410888672
2011-07-15,229.67909240722656
2011-07-18,232.43185424804688
2011-07-19,230.5364990234375
2011-07-20,227.03904724121094
2011-07-21,223.9703826904297
2011-07-22,226.33958435058594
2011-07-25,227.98675537109375
2011-07-26,224.80523681640625
2011-07-27,226.56521606445312
2011-07-28,219.90884399414062
2011-07-29,219.68319702148438
2011-08-01,220.22471618652344
2011-08-02,217.90065002441406
2011-08-03,217.53961181640625
2011-08-04,215.01243591308594
2011-08-05,213.4781036376953
2011-08-08,208.53656005859375
2011-08-09,209.5970916748047
2011-08-10,216.56936645507812
2011-08-11,216.59193420410156
2011-08-12,211.2216796875
2011-08-16,205.98683166503906
2011-08-17,210.97348022460938
2011-08-18,208.67196655273438
2011-08-19,207.9724578857422
2011-08-22,204.45248413085938
2011-08-23,207.31813049316406
2011-08-24,205.78378295898438
2011-08-25,200.21043395996094
2011-08-26,198.0894317626953
2011-08-29,205.98683166503906
2011-08-30,212.98171997070312
2011-09-02,213.36529541015625
2011-09-05,212.21449279785156
2011-09-06,213.36529541015625
2011-09-07,220.26986694335938
2011-09-08,218.2842254638672
2011-09-09,213.56832885742188
2011-09-12,211.808349609375
2011-09-13,211.06373596191406
2011-09-14,216.11807250976562
2011-09-15,218.71295166015625
2011-09-16,218.2842254638672
2011-09-19,218.75808715820312
2011-09-20,221.7365264892578
2011-09-21,223.15805053710938
2011-09-22,213.13963317871094
2011-09-23,205.96426391601562
2011-09-26,203.1212158203125
2011-09-27,206.43812561035156
2011-09-28,206.6863555908203
2011-09-29,212.37246704101562
2011-09-30,211.04119873046875
2011-10-03,205.80633544921875
2011-10-04,202.5796661376953
2011-10-05,197.97665405273438
2011-10-07,203.0760498046875
2011-10-10,205.19712829589844
2011-10-11,206.460693359375
2011-10-12,210.81553649902344
2011-10-13,212.39500427246094
2011-10-14,213.8616943359375
