Date,RELIANCE.NS
2008-07-21,202.8846893310547
2008-07-22,202.8187713623047
2008-07-23,213.6704864501953
2008-07-24,217.51077270507812
2008-07-25,202.3428497314453
2008-07-28,205.4339141845703
2008-07-29,196.31146240234375
2008-07-30,204.0768585205078
2008-07-31,208.034912109375
2008-08-01,216.52593994140625
2008-08-04,211.3238983154297
2008-08-05,214.49505615234375
2008-08-06,216.62013244628906
2008-08-07,214.1699676513672
2008-08-08,212.20974731445312
2008-08-11,219.1316680908203
2008-08-12,221.20497131347656
2008-08-13,220.22486877441406
2008-08-14,214.5563507080078
2008-08-18,209.66526794433594
2008-08-19,209.17526245117188
2008-08-20,211.69615173339844
2008-08-21,208.520263671875
2008-08-22,211.55007934570312
2008-08-25,210.3438262939453
2008-08-26,205.38204956054688
2008-08-27,202.42762756347656
2008-08-28,195.1570281982422
2008-08-29,201.3155975341797
2008-09-01,201.82920837402344
2008-09-02,208.52969360351562
2008-09-04,202.82815551757812
2008-09-05,196.10414123535156
2008-09-08,201.03289794921875
2008-09-09,201.9140167236328
2008-09-10,196.26905822753906
2008-09-11,188.2350616455078
2008-09-12,182.133056640625
2008-09-15,177.82626342773438
2008-09-16,181.6995391845703
2008-09-17,176.85562133789062
2008-09-18,182.66079711914062
2008-09-19,193.6727294921875
2008-09-22,192.16488647460938
2008-09-23,189.08798217773438
2008-09-24,192.8245849609375
2008-09-25,190.90206909179688
2008-09-26,185.01205444335938
2008-09-29,182.15187072753906
2008-09-30,183.70684814453125
2008-10-01,179.6875
2008-10-03,165.9991455078125
2008-10-06,154.70448303222656
2008-10-07,157.81912231445312
2008-10-08,155.35946655273438
2008-10-10,143.96109008789062
2008-10-13,148.08885192871094
2008-10-14,152.76785278320312
2008-10-15,143.26370239257812
2008-10-16,131.1774444580078
2008-10-17,123.08219146728516
2008-10-20,124.481689453125
2008-10-21,131.46018981933594
2008-10-22,124.09529113769531
2008-10-23,114.75141143798828
2008-10-24,96.0777359008789
2008-10-27,101.49653625488281
2008-10-29,113.25298309326172
2008-10-31,129.62249755859375
2008-11-03,135.86587524414062
2008-11-04,136.7988739013672
2008-11-05,119.59535217285156
2008-11-06,110.31268310546875
2008-11-07,115.04354858398438
2008-11-10,122.8042221069336
2008-11-11,113.81372833251953
2008-11-12,109.52578735351562
2008-11-14,108.06976318359375
2008-11-17,107.56559753417969
2008-11-18,107.42893981933594
2008-11-19,106.7221450805664
2008-11-20,99.52220916748047
2008-11-21,105.95880889892578
2008-11-24,107.88599395751953
2008-11-25,101.0064926147461
2008-11-26,107.33000183105469
2008-11-27,107.33000183105469
2008-11-28,106.9106216430664
2008-12-01,104.5499267578125
2008-12-02,101.2091293334961
2008-12-03,100.75204467773438
2008-12-04,109.23365783691406
2008-12-05,105.32266998291016
2008-12-08,105.41221618652344
2008-12-10,115.65139770507812
2008-12-11,118.6482162475586
2008-12-12,123.18118286132812
2008-12-15,126.33353424072266
2008-12-16,130.85231018066406
2008-12-17,127.35601806640625
2008-12-18,128.26071166992188
2008-12-19,127.34658813476562
2008-12-22,121.15028381347656
2008-12-23,118.71891021728516
2008-12-24,117.04613494873047
2008-12-26,114.04460144042969
2008-12-29,117.45137786865234
2008-12-30,117.8471908569336
2008-12-31,116.17443084716797
2009-01-02,121.23041534423828
2009-01-05,128.7177734375
2009-01-06,129.1936798095703
2009-01-07,113.15876007080078
2009-01-09,108.6823501586914
2009-01-12,103.46615600585938
2009-01-13,101.54837799072266
2009-01-14,111.17969512939453
2009-01-15,107.65511322021484
2009-01-16,114.72313690185547
2009-01-19,115.90585327148438
2009-01-20,111.5472412109375
2009-01-21,105.53472137451172
2009-01-22,107.0849838256836
2009-01-23,108.95562744140625
2009-01-27,115.53359985351562
2009-01-28,120.06184387207031
2009-01-29,119.69429779052734
2009-01-30,124.73614501953125
2009-02-02,120.62725830078125
2009-02-03,123.09634399414062
2009-02-04,123.2188720703125
2009-02-05,121.45659637451172
2009-02-06,126.7387466430664
2009-02-09,130.9654083251953
2009-02-10,132.11985778808594
2009-02-11,130.16908264160156
2009-02-12,127.3701400756836
2009-02-13,131.2198486328125
2009-02-16,124.41570281982422
2009-02-17,119.43043518066406
2009-02-18,122.05500793457031
2009-02-19,121.92306518554688
2009-02-20,118.1204833984375
2009-02-24,118.10633087158203
2009-02-25,119.35973358154297
2009-02-26,121.64505767822266
2009-02-27,119.31262969970703
2009-03-02,115.50531768798828
2009-03-03,112.79121398925781
2009-03-04,114.13412475585938
2009-03-05,108.35722351074219
2009-03-06,110.25142669677734
2009-03-09,108.69176483154297
2009-03-12,113.27655792236328
2009-03-13,121.02778625488281
2009-03-16,125.11312103271484
2009-03-17,122.53095245361328
2009-03-18,125.47118377685547
2009-03-19,126.81884002685547
2009-03-20,126.20626068115234
2009-03-23,135.5596160888672
2009-03-24,136.87899780273438
2009-03-25,144.3946075439453
2009-03-26,147.53280639648438
2009-03-27,145.9542999267578
2009-03-30,142.91033935546875
2009-03-31,143.69253540039062
2009-04-01,149.01707458496094
2009-04-02,156.5657196044922
2009-04-06,157.53167724609375
2009-04-08,162.57823181152344
2009-04-09,163.57717895507812
2009-04-13,167.1394500732422
2009-04-15,172.46400451660156
2009-04-16,163.5065155029297
2009-04-17,161.80543518066406
2009-04-20,161.65939331054688
2009-04-21,160.78294372558594
2009-04-22,161.9044189453125
2009-04-23,166.211181640625
2009-04-24,168.58131408691406
2009-04-27,168.27035522460938
2009-04-28,163.70912170410156
2009-04-29,170.2211151123047
2009-04-30,170.59335327148438
2009-05-04,177.8404083251953
2009-05-05,177.51531982421875
2009-05-06,177.3126678466797
2009-05-07,180.52157592773438
2009-05-08,179.0843505859375
2009-05-11,175.43731689453125
2009-05-12,184.70111083984375
2009-05-13,182.16603088378906
2009-05-14,179.89956665039062
2009-05-15,183.83409118652344
2009-05-18,223.11805725097656
2009-05-19,210.24012756347656
2009-05-20,202.84701538085938
2009-05-21,199.36009216308594
2009-05-22,205.98519897460938
2009-05-25,206.83338928222656
2009-05-26,201.9281768798828
2009-05-27,206.04173278808594
2009-05-28,209.26475524902344
2009-05-29,214.10398864746094
2009-06-01,215.07467651367188
2009-06-02,214.7919158935547
2009-06-03,211.65374755859375
2009-06-04,213.1474151611328
2009-06-05,208.52969360351562
2009-06-08,206.76266479492188
2009-06-09,214.12754821777344
2009-06-10,218.65576171875
2009-06-11,217.05841064453125
2009-06-12,222.60443115234375
2009-06-15,205.33021545410156
2009-06-16,201.98944091796875
2009-06-17,193.3193359375
2009-06-18,190.84083557128906
2009-06-19,192.39105224609375
2009-06-22,184.00369262695312
2009-06-23,189.92196655273438
2009-06-24,188.70156860351562
2009-06-25,184.53146362304688
2009-06-26,191.23193359375
2009-06-29,196.6790008544922
2009-06-30,190.6853485107422
2009-07-01,194.0214385986328
2009-07-02,189.5497283935547
2009-07-03,191.08584594726562
2009-07-06,178.41055297851562
2009-07-07,174.85772705078125
2009-07-08,172.42633056640625
2009-07-09,174.66452026367188
2009-07-10,167.2902374267578
2009-07-13,165.00961303710938
2009-07-14,170.95619201660156
2009-07-15,176.82261657714844
2009-07-16,182.39218139648438
2009-07-17,182.54769897460938
2009-07-20,191.61830139160156
2009-07-21,190.23768615722656
2009-07-22,186.1900634765625
2009-07-23,192.39578247070312
2009-07-24,190.0680694580078
2009-07-27,182.88694763183594
2009-07-28,179.77232360839844
2009-07-29,181.92100524902344
2009-07-30,179.0843505859375
2009-07-31,184.27700805664062
2009-08-03,190.08218383789062
2009-08-04,192.22616577148438
2009-08-05,195.6800537109375
2009-08-06,192.8905487060547
2009-08-07,188.26808166503906
2009-08-10,187.35865783691406
2009-08-11,188.51779174804688
2009-08-12,187.60369873046875
2009-08-13,190.77015686035156
2009-08-14,191.91513061523438
2009-08-17,183.0094757080078
2009-08-18,182.93882751464844
2009-08-19,177.7226104736328
2009-08-20,178.9053192138672
2009-08-21,181.77020263671875
2009-08-24,186.0581512451172
2009-08-25,190.89735412597656
2009-08-26,192.26382446289062
2009-08-27,192.47120666503906
2009-08-28,195.4633026123047
2009-08-31,188.96075439453125
2009-09-01,186.6754150390625
2009-09-02,185.7612762451172
2009-09-03,181.95872497558594
2009-09-04,186.7036895751953
2009-09-07,188.74868774414062
2009-09-08,195.60467529296875
2009-09-09,204.35487365722656
2009-09-10,202.3758087158203
2009-09-11,201.75384521484375
2009-09-14,201.62661743164062
2009-09-15,205.52813720703125
2009-09-16,205.82029724121094
2009-09-17,196.598876953125
2009-09-18,198.14439392089844
2009-09-22,197.7109375
2009-09-23,198.06434631347656
2009-09-24,197.99363708496094
2009-09-25,201.2025146484375
2009-09-29,204.599853515625
2009-09-30,207.48362731933594
2009-10-01,204.91087341308594
2009-10-05,201.58888244628906
2009-10-06,201.11770629882812
2009-10-07,198.02664184570312
2009-10-08,199.7559051513672
2009-10-09,197.88059997558594
2009-10-12,204.41140747070312
2009-10-13,203.74703979492188
2009-10-14,205.83912658691406
2009-10-15,204.64230346679688
2009-10-16,211.84317016601562
2009-10-20,208.5778045654297
2009-10-21,208.3534698486328
2009-10-22,203.8659210205078
2009-10-23,195.47817993164062
2009-10-26,192.42286682128906
2009-10-27,190.097900390625
2009-10-28,194.21780395507812
2009-10-29,190.8999481201172
2009-10-30,184.38356018066406
2009-11-03,173.6326446533203
2009-11-04,183.3857879638672
2009-11-05,185.3383331298828
2009-11-06,186.89939880371094
2009-11-09,193.28692626953125
2009-11-10,196.1608428955078
2009-11-11,201.84182739257812
2009-11-12,200.62445068359375
2009-11-13,202.36695861816406
2009-11-16,205.62274169921875
2009-11-17,203.5938262939453
2009-11-18,200.50987243652344
2009-11-19,198.9583282470703
2009-11-20,202.72975158691406
2009-11-23,209.57077026367188
2009-11-24,207.8760223388672
2009-11-25,209.54693603515625
2009-11-26,203.13076782226562
2009-11-27,199.7317352294922
2009-11-30,203.08303833007812
2009-12-01,209.6710662841797
2009-12-02,210.138916015625
2009-12-03,209.98611450195312
2009-12-04,207.83786010742188
2009-12-07,201.4598846435547
2009-12-08,206.3006591796875
2009-12-09,204.67750549316406
2009-12-10,204.66798400878906
2009-12-11,204.56297302246094
2009-12-14,203.93275451660156
2009-12-15,200.81060791015625
2009-12-16,199.96087646484375
2009-12-17,197.63119506835938
2009-12-18,192.41806030273438
2009-12-21,194.19395446777344
2009-12-22,194.62362670898438
2009-12-23,203.59861755371094
2009-12-24,205.52728271484375
2009-12-29,206.2815704345703
2009-12-30,205.47955322265625
2009-12-31,208.24842834472656
2010-01-04,205.37449645996094
2010-01-05,204.4579315185547
2010-01-06,207.761474609375
2010-01-07,211.20822143554688
2010-01-08,210.65447998046875
2010-01-11,206.520263671875
2010-01-12,207.06446838378906
2010-01-13,207.8760223388672
2010-01-14,214.19674682617188
2010-01-15,212.1057586669922
2010-01-18,209.95748901367188
2010-01-19,207.18862915039062
2010-01-20,205.7564239501953
2010-01-21,201.27850341796875
2010-01-22,201.24029541015625
2010-01-25,198.98696899414062
2010-01-27,196.21810913085938
2010-01-28,198.0513153076172
2010-01-29,199.7794647216797
2010-02-01,199.626708984375
2010-02-02,196.17039489746094
2010-02-03,197.4402313232422
2010-02-04,194.61407470703125
2010-02-05,187.46273803710938
2010-02-08,189.87831115722656
2010-02-09,189.66824340820312
2010-02-10,188.1119842529297
2010-02-11,193.85023498535156
2010-02-15,192.8667755126953
2010-02-16,194.3467254638672
2010-02-17,197.17291259765625
2010-02-18,190.5371551513672
2010-02-19,187.74916076660156
2010-02-22,186.74664306640625
2010-02-23,186.2501678466797
2010-02-24,186.90895080566406
2010-02-25,183.91091918945312
2010-02-26,186.93760681152344
2010-03-02,187.74916076660156
2010-03-03,195.69297790527344
2010-03-04,193.6306610107422
2010-03-05,192.82862854003906
2010-03-08,191.7401580810547
2010-03-09,189.11448669433594
2010-03-10,192.62814331054688
2010-03-11,194.09849548339844
2010-03-12,195.08193969726562
2010-03-15,196.31358337402344
2010-03-16,203.93275451660156
2010-03-17,204.2669677734375
2010-03-18,205.65139770507812
2010-03-19,208.53485107421875
2010-03-22,205.07855224609375
2010-03-23,208.41073608398438
2010-03-25,208.4202880859375
2010-03-26,210.138916015625
2010-03-29,208.7735595703125
2010-03-30,207.79014587402344
2010-03-31,205.1358184814453
2010-04-01,208.53485107421875
2010-04-05,214.99874877929688
2010-04-06,214.48316955566406
2010-04-07,215.72439575195312
2010-04-08,211.3037567138672
2010-04-09,214.76962280273438
2010-04-12,215.27565002441406
2010-04-13,214.0439453125
2010-04-15,208.27706909179688
2010-04-16,207.0453643798828
2010-04-19,202.75839233398438
2010-04-20,203.02572631835938
2010-04-21,201.2880096435547
2010-04-22,205.42227172851562
2010-04-23,207.79965209960938
2010-04-26,204.56297302246094
2010-04-27,202.6533660888672
2010-04-28,194.25123596191406
2010-04-29,197.6503143310547
2010-04-30,197.3734130859375
2010-05-03,195.49246215820312
2010-05-04,194.99598693847656
2010-05-05,194.90049743652344
2010-05-06,192.45626831054688
2010-05-07,197.2206268310547
2010-05-10,207.6439666748047
2010-05-11,205.4125213623047
2010-05-12,208.32688903808594
2010-05-13,206.1820068359375
2010-05-14,200.7667694091797
2010-05-17,195.55357360839844
2010-05-18,196.3326416015625
2010-05-19,192.1101531982422
2010-05-20,192.36019897460938
2010-05-21,191.5137939453125
2010-05-24,196.7270050048828
2010-05-25,189.60931396484375
2010-05-26,193.9184112548828
2010-05-27,196.65008544921875
2010-05-28,199.42018127441406
2010-05-31,201.1419219970703
2010-06-01,194.39935302734375
2010-06-02,194.4955291748047
2010-06-03,198.29483032226562
2010-06-04,198.37181091308594
2010-06-07,193.8607177734375
2010-06-08,191.67730712890625
2010-06-09,193.72604370117188
2010-06-10,195.32269287109375
2010-06-11,201.29580688476562
2010-06-14,204.58531188964844
2010-06-15,205.08546447753906
2010-06-16,203.51763916015625
2010-06-17,206.1050567626953
2010-06-18,202.8251495361328
2010-06-21,204.9989013671875
2010-06-22,204.6430206298828
2010-06-23,203.66192626953125
2010-06-24,202.38267517089844
2010-06-25,204.47952270507812
2010-06-28,209.7119598388672
2010-06-29,205.34515380859375
2010-06-30,209.6542510986328
2010-07-01,207.0380401611328
2010-07-02,205.6337432861328
2010-07-05,205.5087127685547
2010-07-06,206.58596801757812
2010-07-07,202.67123413085938
2010-07-08,203.35415649414062
2010-07-09,203.45997619628906
2010-07-12,203.19064331054688
2010-07-13,206.66287231445312
2010-07-14,205.9222869873047
2010-07-15,206.49942016601562
2010-07-16,204.47952270507812
2010-07-19,203.1521453857422
2010-07-20,202.5558319091797
2010-07-21,203.60423278808594
2010-07-22,203.71966552734375
2010-07-23,203.99859619140625
2010-07-26,202.5846710205078
2010-07-27,202.66162109375
2010-07-28,196.4576873779297
2010-07-29,194.32240295410156
2010-07-30,194.22621154785156
2010-08-02,195.1688232421875
2010-08-03,197.70809936523438
2010-08-04,195.45738220214844
2010-08-05,193.72604370117188
2010-08-06,192.38906860351562
2010-08-09,191.13865661621094
2010-08-10,190.04217529296875
2010-08-11,189.14764404296875
2010-08-12,187.09889221191406
2010-08-13,188.34930419921875
2010-08-16,187.9261016845703
2010-08-17,186.72377014160156
2010-08-18,185.5599365234375
2010-08-19,187.98379516601562
2010-08-20,190.1864013671875
2010-08-23,187.9261016845703
2010-08-24,187.06040954589844
2010-08-25,186.17552185058594
2010-08-26,183.9921417236328
2010-08-27,182.6743927001953
2010-08-30,182.3569793701172
2010-08-31,176.82635498046875
2010-09-01,180.09666442871094
2010-09-02,180.33709716796875
2010-09-03,178.07675170898438
2010-09-06,183.26112365722656
2010-09-07,185.1174774169922
2010-09-08,184.59811401367188
2010-09-09,184.39610290527344
2010-09-13,190.9270782470703
2010-09-14,190.0902557373047
2010-09-15,195.04379272460938
2010-09-16,192.4371337890625
2010-09-17,197.6311492919922
2010-09-20,200.3339080810547
2010-09-21,199.13162231445312
2010-09-22,196.22683715820312
2010-09-23,191.91775512695312
2010-09-24,192.68722534179688
2010-09-27,194.33200073242188
2010-09-28,192.08128356933594
2010-09-29,192.177490234375
2010-09-30,189.91712951660156
2010-10-01,193.88954162597656
2010-10-04,195.8036651611328
2010-10-05,196.9578399658203
2010-10-06,201.01687622070312
2010-10-07,199.901123046875
2010-10-08,201.92098999023438
2010-10-11,205.6818389892578
2010-10-12,203.06561279296875
2010-10-13,206.42247009277344
2010-10-14,203.71966552734375
2010-10-15,200.13194274902344
2010-10-18,201.49777221679688
2010-10-19,200.91104125976562
2010-10-20,201.8825225830078
2010-10-21,208.07681274414062
2010-10-22,208.10568237304688
2010-10-25,209.75047302246094
2010-10-26,211.38558959960938
2010-10-27,210.21212768554688
2010-10-28,208.1441650390625
2010-10-29,210.88543701171875
2010-11-01,210.29872131347656
2010-11-02,206.76869201660156
2010-11-03,204.93157958984375
2010-11-04,212.5782928466797
2010-11-08,213.8863983154297
2010-11-09,213.2515869140625
2010-11-10,212.030029296875
2010-11-11,207.7401885986328
2010-11-12,204.26792907714844
2010-11-15,202.89248657226562
2010-11-16,198.2371063232422
2010-11-18,198.7083740234375
2010-11-19,191.6484375
2010-11-22,194.72637939453125
2010-11-23,191.52342224121094
2010-11-24,191.61001586914062
2010-11-25,188.42625427246094
2010-11-26,185.1271209716797
2010-11-29,192.0620574951172
2010-11-30,189.59971618652344
2010-12-01,190.21530151367188
2010-12-02,194.5147705078125
2010-12-03,193.50482177734375
2010-12-06,196.24610900878906
2010-12-07,198.28518676757812
2010-12-08,196.32301330566406
2010-12-09,189.38812255859375
2010-12-10,196.96746826171875
2010-12-13,200.40126037597656
2010-12-14,202.99826049804688
2010-12-15,202.73858642578125
2010-12-16,203.30604553222656
2010-12-20,203.2868194580078
2010-12-21,206.44171142578125
2010-12-22,203.1521453857422
2010-12-23,203.796630859375
2010-12-24,203.8543243408203
2010-12-27,202.99826049804688
2010-12-28,201.58436584472656
2010-12-29,201.718994140625
2010-12-30,202.21917724609375
2010-12-31,203.66192626953125
2011-01-03,203.06561279296875
2011-01-04,207.20152282714844
2011-01-05,206.95147705078125
2011-01-06,208.83670043945312
2011-01-07,204.95079040527344
2011-01-10,198.80459594726562
2011-01-11,195.01490783691406
2011-01-12,198.29483032226562
2011-01-13,195.32269287109375
2011-01-14,192.6584014892578
2011-01-17,191.96585083007812
2011-01-18,191.37911987304688
2011-01-19,188.5513153076172
2011-01-20,186.56988525390625
2011-01-21,189.83056640625
2011-01-24,186.90650939941406
2011-01-25,184.38648986816406
2011-01-27,181.34703063964844
2011-01-28,175.63368225097656
2011-01-31,176.84561157226562
2011-02-01,172.26719665527344
2011-02-02,177.23031616210938
2011-02-03,181.577880859375
2011-02-04,176.980224609375
2011-02-07,178.72120666503906
2011-02-08,176.06646728515625
2011-02-09,175.8837432861328
2011-02-10,173.06552124023438
2011-02-11,175.04693603515625
2011-02-14,175.97991943359375
2011-02-15,181.1546630859375
2011-02-16,181.6259765625
2011-02-17,183.51121520996094
2011-02-18,179.97158813476562
2011-02-21,183.972900390625
2011-02-22,189.45541381835938
2011-02-23,191.5330352783203
2011-02-24,185.48297119140625
2011-02-25,185.87733459472656
2011-02-28,185.4926300048828
2011-03-01,190.22491455078125
2011-03-03,188.0222930908203
2011-03-04,188.94564819335938
2011-03-07,187.9549560546875
2011-03-08,189.4746856689453
2011-03-09,191.18675231933594
2011-03-10,189.43618774414062
2011-03-11,190.84051513671875
2011-03-14,195.89981079101562
2011-03-15,199.5355987548828
2011-03-16,201.43045043945312
2011-03-17,198.304443359375
2011-03-18,191.0232391357422
2011-03-21,190.50381469726562
2011-03-22,192.30252075195312
2011-03-23,194.91876220703125
2011-03-24,194.3512725830078
2011-03-25,197.48684692382812
2011-03-28,197.313720703125
2011-03-29,196.7462615966797
2011-03-30,198.62185668945312
2011-03-31,201.81521606445312
2011-04-01,199.37210083007812
2011-04-04,202.11338806152344
2011-04-05,201.53628540039062
2011-04-06,200.9976348876953
2011-04-07,200.43011474609375
2011-04-08,196.96746826171875
2011-04-11,193.38938903808594
2011-04-13,196.56350708007812
2011-04-15,196.3999786376953
2011-04-18,194.1300048828125
2011-04-19,194.61093139648438
2011-04-20,197.35220336914062
2011-04-21,200.1800537109375
2011-04-25,194.16851806640625
2011-04-26,192.59107971191406
2011-04-27,189.69586181640625
2011-04-28,187.06040954589844
2011-04-29,189.2438201904297
2011-05-02,185.5887908935547
2011-05-03,181.577880859375
2011-05-04,182.2992706298828
2011-05-05,186.14682006835938
2011-05-06,187.14614868164062
2011-05-09,187.97897338867188
2011-05-10,186.30357360839844
2011-05-11,187.22454833984375
2011-05-12,185.27481079101562
2011-05-13,185.76467895507812
2011-05-16,185.17684936523438
2011-05-17,180.4053192138672
2011-05-18,176.72140502929688
2011-05-19,179.3961639404297
2011-05-20,180.90501403808594
2011-05-23,178.20083618164062
2011-05-24,179.44517517089844
2011-05-25,177.5345916748047
2011-05-26,182.99188232421875
2011-05-27,185.26498413085938
2011-05-30,183.97169494628906
2011-05-31,186.5191192626953
2011-06-01,185.529541015625
2011-06-02,186.36231994628906
2011-06-03,183.13888549804688
2011-06-06,183.7561492919922
2011-06-07,187.77320861816406
2011-06-08,185.99984741210938
2011-06-09,186.9404296875
2011-06-10,185.07882690429688
2011-06-13,181.3752899169922
2011-06-14,178.5829620361328
2011-06-15,176.46664428710938
2011-06-16,173.91925048828125
2011-06-17,170.2353057861328
2011-06-20,163.27890014648438
2011-06-21,166.29661560058594
2011-06-22,165.7381591796875
2011-06-23,170.57823181152344
2011-06-24,170.75454711914062
2011-06-27,170.7839813232422
2011-06-28,170.69580078125
2011-06-29,173.4685516357422
2011-06-30,176.06495666503906
2011-07-01,168.90281677246094
2011-07-04,170.1667022705078
2011-07-05,165.76751708984375
2011-07-06,167.12942504882812
2011-07-07,170.61740112304688
2011-07-08,167.51153564453125
2011-07-11,167.20782470703125
2011-07-12,166.12026977539062
2011-07-13,169.5886688232422
2011-07-14,170.0001678466797
2011-07-15,171.10733032226562
2011-07-18,170.0099639892578
2011-07-19,172.33200073242188
2011-07-20,171.69515991210938
2011-07-21,168.687255859375
2011-07-22,171.13671875
2011-07-25,172.9982452392578
2011-07-26,170.77413940429688
2011-07-27,168.687255859375
2011-07-28,164.08233642578125
2011-07-29,162.2403564453125
2011-08-01,162.80860900878906
2011-08-02,164.07254028320312
2011-08-03,161.672119140625
2011-08-04,159.18348693847656
2011-08-05,155.19580078125
2011-08-08,152.9717254638672
2011-08-09,149.96383666992188
2011-08-10,151.42369079589844
2011-08-11,151.31590270996094
2011-08-12,149.1016387939453
2011-08-16,148.7587127685547
2011-08-17,147.9454803466797
2011-08-18,145.24130249023438
2011-08-19,143.54632568359375
2011-08-22,148.33740234375
2011-08-23,149.9540252685547
2011-08-24,149.17999267578125
2011-08-25,147.65158081054688
2011-08-26,140.96951293945312
2011-08-29,147.95529174804688
2011-08-30,153.35382080078125
2011-09-02,157.83140563964844
2011-09-05,154.5785675048828
2011-09-06,160.97645568847656
2011-09-07,163.32789611816406
2011-09-08,167.04124450683594
2011-09-09,161.80926513671875
2011-09-12,157.99794006347656
2011-09-13,158.77198791503906
2011-09-14,161.74070739746094
2011-09-15,163.8765869140625
2011-09-16,161.78965759277344
2011-09-19,160.98626708984375
2011-09-20,166.9138641357422
2011-09-21,164.13133239746094
2011-09-22,154.0886688232422
2011-09-23,151.00238037109375
2011-09-26,148.76849365234375
2011-09-27,156.2147674560547
2011-09-28,156.2147674560547
2011-09-29,158.27227783203125
2011-09-30,158.39967346191406
2011-10-03,154.45118713378906
2011-10-04,151.19833374023438
2011-10-05,150.29696655273438
2011-10-07,157.33169555664062
2011-10-10,162.4951171875
2011-10-11,162.05419921875
2011-10-12,166.49256896972656
2011-10-13,165.9536895751953
2011-10-14,169.87278747558594
