Date,ICICIBANK.NS
2008-04-17,121.70896911621094
2008-04-21,125.70899200439453
2008-04-22,128.3344268798828
2008-04-23,125.78166198730469
2008-04-24,127.82532501220703
2008-04-25,133.18531799316406
2008-04-28,130.3053436279297
2008-04-29,131.27261352539062
2008-04-30,127.94169616699219
2008-05-02,136.31260681152344
2008-05-05,135.83261108398438
2008-05-06,135.0980682373047
2008-05-07,133.67259216308594
2008-05-08,129.86895751953125
2008-05-09,127.10536193847656
2008-05-12,128.0798797607422
2008-05-13,129.25076293945312
2008-05-14,130.39260864257812
2008-05-15,135.03257751464844
2008-05-16,137.14170837402344
2008-05-20,134.86534118652344
2008-05-21,132.5889434814453
2008-05-22,128.0798797607422
2008-05-23,125.38896179199219
2008-05-26,119.31626892089844
2008-05-27,117.86898040771484
2008-05-28,119.33808898925781
2008-05-29,115.81806182861328
2008-05-30,114.70535278320312
2008-06-02,111.27992248535156
2008-06-03,110.62533569335938
2008-06-04,110.1889877319336
2008-06-05,113.19261932373047
2008-06-06,111.91261291503906
2008-06-09,109.13445281982422
2008-06-10,106.31989288330078
2008-06-11,107.8108139038086
2008-06-12,108.10900115966797
2008-06-13,111.31626892089844
2008-06-16,115.99262237548828
2008-06-17,119.36717224121094
2008-06-18,114.46536254882812
2008-06-19,109.61444091796875
2008-06-20,106.61080169677734
2008-06-23,104.8290023803711
2008-06-24,102.27628326416016
2008-06-25,101.55626678466797
2008-06-26,101.46173095703125
2008-06-27,94.85808563232422
2008-06-30,91.66537475585938
2008-07-01,85.68719482421875
2008-07-02,90.33447265625
2008-07-03,83.18537139892578
2008-07-04,87.7962875366211
2008-07-07,88.0217514038086
2008-07-08,86.4508285522461
2008-07-09,90.42900848388672
2008-07-10,91.34707641601562
2008-07-11,87.60077667236328
2008-07-14,85.72026062011719
2008-07-15,78.3535385131836
2008-07-16,76.96165466308594
2008-07-17,81.71483612060547
2008-07-18,91.42852020263672
2008-07-21,95.20439910888672
2008-07-22,97.98079681396484
2008-07-23,109.38253021240234
2008-07-24,108.12389373779297
2008-07-25,97.24784088134766
2008-07-28,98.23252868652344
2008-07-29,89.98477935791016
2008-07-30,94.19010162353516
2008-07-31,94.36779022216797
2008-08-01,95.12297821044922
2008-08-04,94.83422088623047
2008-08-05,102.77841186523438
2008-08-06,104.6367416381836
2008-08-07,104.82923126220703
2008-08-08,108.3311996459961
2008-08-11,114.18756103515625
2008-08-12,109.67127227783203
2008-08-13,105.2364501953125
2008-08-14,99.7206802368164
2008-08-18,98.46944427490234
2008-08-19,100.34999084472656
2008-08-20,100.51287078857422
2008-08-21,95.31546783447266
2008-08-22,95.44133758544922
2008-08-25,97.30707550048828
2008-08-26,98.6989517211914
2008-08-27,96.24092864990234
2008-08-28,93.66442108154297
2008-08-29,99.49117279052734
2008-09-01,98.46944427490234
2008-09-02,105.73250579833984
2008-09-04,106.11748504638672
2008-09-05,101.69005584716797
2008-09-08,106.68016052246094
2008-09-09,105.44374084472656
2008-09-10,103.80012512207031
2008-09-11,101.66786193847656
2008-09-12,96.66294860839844
2008-09-15,92.81301879882812
2008-09-16,88.25231170654297
2008-09-17,82.92904663085938
2008-09-18,85.46112060546875
2008-09-19,92.91666412353516
2008-09-22,94.13829040527344
2008-09-23,88.71874237060547
2008-09-24,88.85942077636719
2008-09-25,88.28192138671875
2008-09-26,82.98087310791016
2008-09-29,73.04507446289062
2008-09-30,79.30123138427734
2008-10-01,81.57415771484375
2008-10-03,74.68128967285156
2008-10-06,72.56383514404297
2008-10-07,71.82347106933594
2008-10-08,67.1887435913086
2008-10-10,53.84724426269531
2008-10-13,62.95380783081055
2008-10-14,66.56681823730469
2008-10-15,61.32499313354492
2008-10-16,61.62114715576172
2008-10-17,57.93409729003906
2008-10-20,60.910377502441406
2008-10-21,63.827457427978516
2008-10-22,58.7410888671875
2008-10-23,54.165592193603516
2008-10-24,46.376888275146484
2008-10-27,46.806312561035156
2008-10-29,51.137481689453125
2008-10-31,59.044654846191406
2008-11-03,63.77562713623047
2008-11-04,67.78844451904297
2008-11-05,66.75933074951172
2008-11-06,64.17542266845703
2008-11-07,64.0125503540039
2008-11-10,69.86888122558594
2008-11-11,64.31608581542969
2008-11-12,58.82994842529297
2008-11-14,58.62263870239258
2008-11-17,57.223350524902344
2008-11-18,53.33637237548828
2008-11-19,51.566898345947266
2008-11-20,47.86503219604492
2008-11-21,49.4642333984375
2008-11-24,47.76138687133789
2008-11-25,47.54667663574219
2008-11-26,51.95188522338867
2008-11-27,51.95188522338867
2008-11-28,52.070350646972656
2008-12-01,48.20561218261719
2008-12-02,47.887245178222656
2008-12-03,49.57529067993164
2008-12-04,53.899070739746094
2008-12-05,53.069847106933594
2008-12-08,54.787506103515625
2008-12-10,59.23714828491211
2008-12-11,60.132999420166016
2008-12-12,60.85857009887695
2008-12-15,61.998741149902344
2008-12-16,62.339298248291016
2008-12-17,63.9384880065918
2008-12-18,69.89109802246094
2008-12-19,70.00956726074219
2008-12-22,65.99673461914062
2008-12-23,63.20553970336914
2008-12-24,65.29338836669922
2008-12-26,61.79883575439453
2008-12-29,65.89309692382812
2008-12-30,67.90689849853516
2008-12-31,66.35211181640625
2009-01-02,69.78003692626953
2009-01-05,74.02235412597656
2009-01-06,77.50952911376953
2009-01-07,69.2765884399414
2009-01-09,67.61074829101562
2009-01-12,64.85655975341797
2009-01-13,62.99822998046875
2009-01-14,65.31559753417969
2009-01-15,60.51057434082031
2009-01-16,62.746498107910156
2009-01-19,61.09546661376953
2009-01-20,58.6818733215332
2009-01-21,54.69126510620117
2009-01-22,55.979515075683594
2009-01-23,53.876853942871094
2009-01-27,56.4311408996582
2009-01-28,60.421756744384766
2009-01-29,60.72528839111328
2009-01-30,61.63593673706055
2009-02-02,57.0234375
2009-02-03,58.04514694213867
2009-02-04,57.7045783996582
2009-02-05,57.83043670654297
2009-02-06,60.281063079833984
2009-02-09,63.42765426635742
2009-02-10,63.47948455810547
2009-02-11,64.44195556640625
2009-02-12,62.39853286743164
2009-02-13,64.3235092163086
2009-02-16,60.56242752075195
2009-02-17,57.112281799316406
2009-02-18,54.713470458984375
2009-02-19,53.52888488769531
2009-02-20,49.730770111083984
2009-02-24,49.74558639526367
2009-02-25,50.43412399291992
2009-02-26,48.10195541381836
2009-02-27,48.501747131347656
2009-03-02,45.07383346557617
2009-03-03,43.770774841308594
2009-03-04,42.18638610839844
2009-03-05,39.98747634887695
2009-03-06,39.854217529296875
2009-03-09,38.9361572265625
2009-03-12,42.07533264160156
2009-03-13,45.70314407348633
2009-03-16,47.79840087890625
2009-03-17,47.887245178222656
2009-03-18,49.553077697753906
2009-03-19,50.034332275390625
2009-03-20,47.83541488647461
2009-03-23,51.35219192504883
2009-03-24,52.633026123046875
2009-03-25,54.12858963012695
2009-03-26,55.53529739379883
2009-03-27,57.038246154785156
2009-03-30,50.063941955566406
2009-03-31,49.279144287109375
2009-04-01,51.729774475097656
2009-04-02,53.41041564941406
2009-04-06,55.49826431274414
2009-04-08,55.73519515991211
2009-04-09,58.90398025512695
2009-04-13,61.68777847290039
2009-04-15,65.58214569091797
2009-04-16,63.30918884277344
2009-04-17,65.2785873413086
2009-04-20,63.17592239379883
2009-04-21,59.044654846191406
2009-04-22,59.23714828491211
2009-04-23,62.84275817871094
2009-04-24,64.27909088134766
2009-04-27,69.23216247558594
2009-04-28,65.03426361083984
2009-04-29,70.95722198486328
2009-04-30,71.22377014160156
2009-05-04,78.464599609375
2009-05-05,84.26911926269531
2009-05-06,79.90093231201172
2009-05-07,81.33723449707031
2009-05-08,77.10972595214844
2009-05-11,77.49470520019531
2009-05-12,82.64031219482422
2009-05-13,81.61119079589844
2009-05-14,79.40486145019531
2009-05-15,85.09833526611328
2009-05-18,104.70337677001953
2009-05-19,111.96642303466797
2009-05-20,104.96990966796875
2009-05-21,99.66146087646484
2009-05-22,104.04446411132812
2009-05-25,104.34058380126953
2009-05-26,98.6175308227539
2009-05-27,105.1698226928711
2009-05-28,108.13868713378906
2009-05-29,109.59724426269531
2009-06-01,106.99111938476562
2009-06-02,108.43484497070312
2009-06-03,106.5321044921875
2009-06-04,108.61253356933594
2009-06-05,111.75911712646484
2009-06-08,107.30209350585938
2009-06-09,109.25667572021484
2009-06-10,110.71520233154297
2009-06-11,112.7590560913086
2009-06-12,111.5793228149414
2009-06-15,110.4221420288086
2009-06-16,110.36951446533203
2009-06-17,108.5736312866211
2009-06-18,105.68814849853516
2009-06-19,107.31124114990234
2009-06-22,109.85855865478516
2009-06-23,104.7789306640625
2009-06-24,103.60669708251953
2009-06-25,105.1997299194336
2009-06-26,113.63825225830078
2009-06-29,112.51860809326172
2009-06-30,108.53607177734375
2009-07-01,109.68574523925781
2009-07-02,110.23428344726562
2009-07-03,113.45790100097656
2009-07-06,102.14894104003906
2009-07-07,104.42576599121094
2009-07-08,98.1513442993164
2009-07-09,95.49130249023438
2009-07-10,94.50691986083984
2009-07-13,95.12309265136719
2009-07-14,102.118896484375
2009-07-15,104.65869903564453
2009-07-16,104.27547454833984
2009-07-17,111.63945770263672
2009-07-20,117.9364013671875
2009-07-21,116.1254653930664
2009-07-22,114.14920806884766
2009-07-23,116.58382415771484
2009-07-24,115.35150909423828
2009-07-27,113.9012451171875
2009-07-28,111.26372528076172
2009-07-29,110.12156677246094
2009-07-30,113.79606628417969
2009-07-31,113.99143981933594
2009-08-03,116.28328704833984
2009-08-04,114.7503662109375
2009-08-05,116.23067474365234
2009-08-06,115.14111328125
2009-08-07,110.92559051513672
2009-08-10,108.01004791259766
2009-08-11,107.76959991455078
2009-08-12,106.72513580322266
2009-08-13,113.79606628417969
2009-08-14,111.94001770019531
2009-08-17,105.94363403320312
2009-08-18,108.21295166015625
2009-08-19,107.68695068359375
2009-08-20,108.13780212402344
2009-08-21,112.02267456054688
2009-08-24,115.4115982055664
2009-08-25,114.09659576416016
2009-08-26,114.50238037109375
2009-08-27,112.7966537475586
2009-08-28,114.75785827636719
2009-08-31,112.88681030273438
2009-09-01,111.93251037597656
2009-09-02,110.6250228881836
2009-09-03,110.60249328613281
2009-09-04,111.7972412109375
2009-09-07,118.55259704589844
2009-09-08,118.7178955078125
2009-09-09,119.16122436523438
2009-09-10,122.72299194335938
2009-09-11,125.51077270507812
2009-09-14,123.9252700805664
2009-09-15,126.9009017944336
2009-09-16,129.92164611816406
2009-09-17,130.89852905273438
2009-09-18,126.6153564453125
2009-09-22,128.04312133789062
2009-09-23,127.0211410522461
2009-09-24,129.31300354003906
2009-09-25,126.08942413330078
2009-09-29,130.19970703125
2009-09-30,136.39895629882812
2009-10-01,139.25436401367188
2009-10-05,137.12033081054688
2009-10-06,140.99769592285156
2009-10-07,138.0220489501953
2009-10-08,138.70582580566406
2009-10-09,135.52731323242188
2009-10-12,138.2925567626953
2009-10-13,138.4127655029297
2009-10-14,138.4127655029297
2009-10-15,140.65956115722656
2009-10-16,144.13865661621094
2009-10-20,141.93699645996094
2009-10-21,139.63009643554688
2009-10-22,133.96432495117188
2009-10-23,135.81285095214844
2009-10-26,133.8816680908203
2009-10-27,125.40557861328125
2009-10-28,121.6484603881836
2009-10-29,115.98269653320312
2009-10-30,118.84561920166016
2009-11-03,118.16935729980469
2009-11-04,124.3986587524414
2009-11-05,126.93851470947266
2009-11-06,127.52462005615234
2009-11-09,133.52850341796875
2009-11-10,134.7383270263672
2009-11-11,138.93878173828125
2009-11-12,134.14468383789062
2009-11-13,136.6018829345703
2009-11-16,138.1573028564453
2009-11-17,138.34510803222656
2009-11-18,136.08335876464844
2009-11-19,133.2204132080078
2009-11-20,134.805908203125
2009-11-23,137.84921264648438
2009-11-24,136.66197204589844
2009-11-25,135.5348358154297
2009-11-26,130.0719451904297
2009-11-27,127.87779998779297
2009-11-30,130.42514038085938
2009-12-01,133.3331298828125
2009-12-02,134.28746032714844
2009-12-03,132.8898162841797
2009-12-04,130.96615600585938
2009-12-07,129.35057067871094
2009-12-08,131.11642456054688
2009-12-09,128.53904724121094
2009-12-10,131.64244079589844
2009-12-11,129.92164611816406
2009-12-14,127.84773254394531
2009-12-15,124.08306121826172
2009-12-16,123.62471771240234
2009-12-17,124.10560607910156
2009-12-18,121.63343811035156
2009-12-21,121.8663330078125
2009-12-22,124.09061431884766
2009-12-23,129.63612365722656
2009-12-24,129.98178100585938
2009-12-29,132.28114318847656
2009-12-30,132.2210235595703
2009-12-31,131.80023193359375
2010-01-04,132.2060089111328
2010-01-05,133.4608917236328
2010-01-06,134.4828338623047
2010-01-07,133.21292114257812
2010-01-08,131.34185791015625
2010-01-11,130.65805053710938
2010-01-12,126.65296173095703
2010-01-13,126.33735656738281
2010-01-14,125.5333251953125
2010-01-15,126.6078872680664
2010-01-18,129.7488250732422
2010-01-19,130.0719451904297
2010-01-20,131.9429931640625
2010-01-21,128.1483154296875
2010-01-22,126.3448486328125
2010-01-25,124.8570556640625
2010-01-27,118.31964111328125
2010-01-28,118.43233489990234
2010-01-29,124.78941345214844
2010-02-01,125.60844421386719
2010-02-02,123.08369445800781
2010-02-03,126.1570053100586
2010-02-04,124.55645751953125
2010-02-05,119.95023345947266
2010-02-08,121.03230285644531
2010-02-09,122.09181213378906
2010-02-10,120.19822692871094
2010-02-11,124.14319610595703
2010-02-15,122.8357162475586
2010-02-16,125.10501098632812
2010-02-17,126.38243103027344
2010-02-18,126.2471923828125
2010-02-19,125.27033233642578
2010-02-22,124.97728729248047
2010-02-23,127.40441131591797
2010-02-24,126.41246032714844
2010-02-25,127.98299407958984
2010-02-26,131.07135009765625
2010-03-02,134.82847595214844
2010-03-03,136.51165771484375
2010-03-04,135.01638793945312
2010-03-05,135.519775390625
2010-03-08,138.82608032226562
2010-03-09,139.03648376464844
2010-03-10,137.93186950683594
2010-03-11,139.89306640625
2010-03-12,140.76475524902344
2010-03-15,138.82608032226562
2010-03-16,139.8404998779297
2010-03-17,142.5531463623047
2010-03-18,144.8224639892578
2010-03-19,143.7554473876953
2010-03-22,140.55438232421875
2010-03-23,139.0890655517578
2010-03-25,140.34396362304688
2010-03-26,142.39532470703125
2010-03-29,143.16177368164062
2010-03-30,144.24388122558594
2010-03-31,143.1468048095703
2010-04-01,143.16932678222656
2010-04-05,148.08360290527344
2010-04-06,149.95472717285156
2010-04-07,148.38421630859375
2010-04-08,144.43922424316406
2010-04-09,147.0241241455078
2010-04-12,144.9727325439453
2010-04-13,141.5988311767578
2010-04-15,137.9619140625
2010-04-16,138.63070678710938
2010-04-19,138.23243713378906
2010-04-20,140.21621704101562
2010-04-21,143.0565948486328
2010-04-22,141.8468017578125
2010-04-23,146.9339599609375
2010-04-26,144.2964630126953
2010-04-27,142.31268310546875
2010-04-28,138.1798553466797
2010-04-29,142.32769775390625
2010-04-30,143.06411743164062
2010-05-03,140.80230712890625
2010-05-04,137.54112243652344
2010-05-05,135.80532836914062
2010-05-06,135.68511962890625
2010-05-07,131.7401123046875
2010-05-10,138.57810974121094
2010-05-11,137.7515411376953
2010-05-12,137.47348022460938
2010-05-13,139.31446838378906
2010-05-14,136.91744995117188
2010-05-17,135.42208862304688
2010-05-18,133.63372802734375
2010-05-19,123.90272521972656
2010-05-20,124.98479461669922
2010-05-21,125.45817565917969
2010-05-24,125.05239868164062
2010-05-25,121.63343811035156
2010-05-26,127.40441131591797
2010-05-27,128.7644500732422
2010-05-28,129.959228515625
2010-05-31,130.4927520751953
2010-06-01,125.93160247802734
2010-06-02,126.58531188964844
2010-06-03,128.3586883544922
2010-06-04,130.1245574951172
2010-06-07,126.53272247314453
2010-06-08,122.8582534790039
2010-06-09,123.91779327392578
2010-06-10,126.4341049194336
2010-06-11,129.01904296875
2010-06-14,130.18569946289062
2010-06-15,131.16937255859375
2010-06-16,133.70852661132812
2010-06-17,134.7913360595703
2010-06-18,132.57240295410156
2010-06-21,137.22381591796875
2010-06-22,135.9732208251953
2010-06-23,137.3153076171875
2010-06-24,135.07347106933594
2010-06-25,130.62796020507812
2010-06-28,132.70204162597656
2010-06-29,129.3697967529297
2010-06-30,131.4133758544922
2010-07-01,128.32513427734375
2010-07-02,128.1116485595703
2010-07-05,128.19552612304688
2010-07-06,130.97108459472656
2010-07-07,129.04954528808594
2010-07-08,131.5048828125
2010-07-09,133.5789337158203
2010-07-12,136.25540161132812
2010-07-13,137.17039489746094
2010-07-14,135.91990661621094
2010-07-15,134.48635864257812
2010-07-16,137.62033081054688
2010-07-19,137.2619171142578
2010-07-20,135.2489013671875
2010-07-21,137.6508026123047
2010-07-22,138.58108520507812
2010-07-23,139.2140350341797
2010-07-26,139.80111694335938
2010-07-27,140.9449005126953
2010-07-28,138.60397338867188
2010-07-29,141.6312255859375
2010-07-30,138.0015869140625
2010-08-02,143.28582763671875
2010-08-03,146.7095947265625
2010-08-04,147.81524658203125
2010-08-05,145.70309448242188
2010-08-06,144.84902954101562
2010-08-09,149.46994018554688
2010-08-10,150.81201171875
2010-08-11,148.21177673339844
2010-08-12,146.90785217285156
2010-08-13,148.9056854248047
2010-08-16,145.9623260498047
2010-08-17,146.23683166503906
2010-08-18,147.609375
2010-08-19,154.4873504638672
2010-08-20,151.5897216796875
2010-08-23,154.25857543945312
2010-08-24,152.76405334472656
2010-08-25,150.11045837402344
2010-08-26,149.99607849121094
2010-08-27,146.01571655273438
2010-08-30,147.609375
2010-08-31,149.1039276123047
2010-09-01,151.7422332763672
2010-09-02,153.09954833984375
2010-09-03,152.6572723388672
2010-09-06,158.52108764648438
2010-09-07,158.39151000976562
2010-09-08,156.71389770507812
2010-09-09,160.16049194335938
2010-09-13,167.4502716064453
2010-09-14,167.7781524658203
2010-09-15,168.35003662109375
2010-09-16,168.29661560058594
2010-09-17,169.9208221435547
2010-09-20,171.98724365234375
2010-09-21,171.89576721191406
2010-09-22,171.73562622070312
2010-09-23,167.7934112548828
2010-09-24,169.9055938720703
2010-09-27,170.05809020996094
2010-09-28,169.38702392578125
2010-09-29,168.05264282226562
2010-09-30,169.73019409179688
2010-10-01,173.12342834472656
2010-10-04,176.3184051513672
2010-10-05,175.02978515625
2010-10-06,175.25088500976562
2010-10-07,173.4894256591797
2010-10-08,171.75086975097656
2010-10-11,172.7269287109375
2010-10-12,173.6571807861328
2010-10-13,176.70729064941406
2010-10-14,173.8096923828125
2010-10-15,171.51451110839844
2010-10-18,170.21823120117188
2010-10-19,170.73672485351562
2010-10-20,169.8750762939453
2010-10-21,172.26939392089844
2010-10-22,172.612548828125
2010-10-25,174.1757049560547
2010-10-26,172.50579833984375
2010-10-27,168.78466796875
2010-10-28,166.08534240722656
2010-10-29,177.36306762695312
2010-11-01,187.88589477539062
2010-11-02,187.78677368164062
2010-11-03,188.90005493164062
2010-11-04,193.0786590576172
2010-11-08,191.43923950195312
2010-11-09,193.55148315429688
2010-11-10,191.42401123046875
2010-11-11,188.66366577148438
2010-11-12,183.07435607910156
2010-11-15,186.54385375976562
2010-11-16,183.35650634765625
2010-11-18,177.57656860351562
2010-11-19,175.18226623535156
2010-11-22,179.96328735351562
2010-11-23,176.44041442871094
2010-11-24,171.58309936523438
2010-11-25,170.23342895507812
2010-11-26,171.43829345703125
2010-11-29,176.0363006591797
2010-11-30,174.1757049560547
2010-12-01,178.04173278808594
2010-12-02,181.6560821533203
2010-12-03,180.17678833007812
2010-12-06,175.56350708007812
2010-12-07,169.3565673828125
2010-12-08,168.42630004882812
2010-12-09,161.3957977294922
2010-12-10,170.36309814453125
2010-12-13,170.86634826660156
2010-12-14,170.72911071777344
2010-12-15,164.50692749023438
2010-12-16,168.63218688964844
2010-12-20,167.76292419433594
2010-12-21,173.60379028320312
2010-12-22,172.5972900390625
2010-12-23,172.2770538330078
2010-12-24,170.52320861816406
2010-12-27,171.65176391601562
2010-12-28,169.5624542236328
2010-12-29,172.24649047851562
2010-12-30,173.3750762939453
2010-12-31,174.6332244873047
2011-01-03,174.59510803222656
2011-01-04,168.37290954589844
2011-01-05,163.08099365234375
2011-01-06,160.6561737060547
2011-01-07,160.0080108642578
2011-01-10,154.63987731933594
2011-01-11,156.00473022460938
2011-01-12,163.0962371826172
2011-01-13,156.46994018554688
2011-01-14,153.9078369140625
2011-01-17,152.68017578125
2011-01-18,154.25096130371094
2011-01-19,156.05052185058594
2011-01-20,160.2139434814453
2011-01-21,162.50149536132812
2011-01-24,165.29994201660156
2011-01-25,158.28469848632812
2011-01-27,154.69322204589844
2011-01-28,155.31851196289062
2011-01-31,155.79885864257812
2011-02-01,151.71177673339844
2011-02-02,154.2433319091797
2011-02-03,156.6223907470703
2011-02-04,151.89476013183594
2011-02-07,149.26405334472656
2011-02-08,145.1159210205078
2011-02-09,145.95469665527344
2011-02-10,146.3817138671875
2011-02-11,152.58865356445312
2011-02-14,157.72805786132812
2011-02-15,160.77053833007812
2011-02-16,160.22154235839844
2011-02-17,161.1975555419922
2011-02-18,156.5004425048828
2011-02-21,158.24658203125
2011-02-22,156.63766479492188
2011-02-23,153.43505859375
2011-02-24,145.08543395996094
2011-02-25,150.40786743164062
2011-02-28,148.0592498779297
2011-03-01,156.5004425048828
2011-03-03,155.48623657226562
2011-03-04,154.9982147216797
2011-03-07,154.05270385742188
2011-03-08,155.64637756347656
2011-03-09,157.8805694580078
2011-03-10,154.7237091064453
2011-03-11,153.5570526123047
2011-03-14,155.41763305664062
2011-03-15,151.98626708984375
2011-03-16,156.69102478027344
2011-03-17,154.3119659423828
2011-03-18,152.89366149902344
2011-03-21,153.05380249023438
2011-03-22,153.13768005371094
2011-03-23,158.7422637939453
2011-03-24,160.60279846191406
2011-03-25,166.39797973632812
2011-03-28,167.87725830078125
2011-03-29,167.67901611328125
2011-03-30,169.1430206298828
2011-03-31,170.22584533691406
2011-04-01,168.1975555419922
2011-04-04,170.683349609375
2011-04-05,169.470947265625
2011-04-06,167.8314971923828
2011-04-07,168.36526489257812
2011-04-08,167.49595642089844
2011-04-11,167.8468017578125
2011-04-13,171.85003662109375
2011-04-15,168.0145263671875
2011-04-18,165.3304443359375
2011-04-19,166.23785400390625
2011-04-20,169.63868713378906
2011-04-21,170.57659912109375
2011-04-25,169.68446350097656
2011-04-26,171.02650451660156
2011-04-27,168.79991149902344
2011-04-28,170.424072265625
2011-04-29,169.95896911621094
2011-05-02,167.49595642089844
2011-05-03,162.84461975097656
2011-05-04,161.29669189453125
2011-05-05,157.07992553710938
2011-05-06,165.28468322753906
2011-05-09,165.16265869140625
2011-05-10,164.12562561035156
2011-05-11,164.201904296875
2011-05-12,160.45790100097656
2011-05-13,163.645263671875
2011-05-16,161.3119354248047
2011-05-17,158.56686401367188
2011-05-18,157.42306518554688
2011-05-19,157.09515380859375
2011-05-20,159.093017578125
2011-05-23,153.5570526123047
2011-05-24,155.3719024658203
2011-05-25,153.83921813964844
2011-05-26,156.50802612304688
2011-05-27,162.89796447753906
2011-05-30,164.35440063476562
2011-05-31,165.63543701171875
2011-06-01,165.42193603515625
2011-06-02,162.0538787841797
2011-06-03,161.82212829589844
2011-06-06,163.46751403808594
2011-06-07,163.17396545410156
2011-06-08,162.07704162597656
2011-06-09,161.914794921875
2011-06-10,160.0453643798828
2011-06-13,160.61703491210938
2011-06-14,163.08126831054688
2011-06-15,159.31150817871094
2011-06-16,158.90208435058594
2011-06-17,159.47373962402344
2011-06-20,158.338134765625
2011-06-21,156.66188049316406
2011-06-22,157.41888427734375
2011-06-23,159.16473388671875
2011-06-24,164.40223693847656
2011-06-27,166.76608276367188
2011-06-28,167.36863708496094
2011-06-29,167.97886657714844
2011-06-30,169.1221923828125
2011-07-01,169.153076171875
2011-07-04,169.91012573242188
2011-07-05,169.53158569335938
2011-07-06,166.15579223632812
2011-07-07,168.38059997558594
2011-07-08,163.7996826171875
2011-07-11,162.841796875
2011-07-12,161.7062530517578
2011-07-13,162.841796875
2011-07-14,165.16700744628906
2011-07-15,163.8692169189453
2011-07-18,161.85301208496094
2011-07-19,164.04690551757812
2011-07-20,161.50540161132812
2011-07-21,160.83331298828125
2011-07-22,165.01251220703125
2011-07-25,166.06312561035156
2011-07-26,160.60931396484375
2011-07-27,158.34593200683594
2011-07-28,157.1948699951172
2011-07-29,160.1767120361328
2011-08-01,161.50540161132812
2011-08-02,157.8514862060547
2011-08-03,154.80015563964844
2011-08-04,153.44053649902344
2011-08-05,149.3231658935547
2011-08-08,146.91297912597656
2011-08-09,145.25209045410156
2011-08-10,148.8905487060547
2011-08-11,145.62290954589844
2011-08-12,145.22117614746094
2011-08-16,144.5491180419922
2011-08-17,140.56307983398438
2011-08-18,133.45611572265625
2011-08-19,128.5662078857422
2011-08-22,131.47853088378906
2011-08-23,131.65621948242188
2011-08-24,130.11895751953125
2011-08-25,128.82888793945312
2011-08-26,126.72770690917969
2011-08-29,132.56776428222656
2011-08-30,134.91615295410156
2011-09-02,137.0636444091797
2011-09-05,136.45339965820312
2011-09-06,137.3881378173828
2011-09-07,138.63954162597656
2011-09-08,141.97671508789062
2011-09-09,138.55459594726562
2011-09-12,133.23208618164062
2011-09-13,131.69485473632812
2011-09-14,133.4947509765625
2011-09-15,135.3719024658203
2011-09-16,136.56153869628906
2011-09-19,132.79177856445312
2011-09-20,136.32208251953125
2011-09-21,139.23435974121094
2011-09-22,133.23208618164062
2011-09-23,130.35841369628906
2011-09-26,132.56776428222656
2011-09-27,136.89370727539062
2011-09-28,134.22088623046875
2011-09-29,137.6121368408203
2011-09-30,135.24830627441406
2011-10-03,129.6400146484375
2011-10-04,123.74588012695312
2011-10-05,120.39326477050781
2011-10-07,127.37655639648438
2011-10-10,130.18844604492188
2011-10-11,128.62030029296875
2011-10-12,132.8226776123047
2011-10-13,135.93585205078125
